transaction_id,date,merchant,category,group,amount,account,type,status,notes
TX00271,2025-08-20,Chipotle,Dining Out,Food,-25.39,Chase Sapphire,expense,cleared,
TX00272,2025-08-06,Starbucks,Dining Out,Food,-63.33,Chase Sapphire,expense,cleared,
TX00273,2025-08-27,Starbucks,Dining Out,Food,-43.79,Chase Sapphire,expense,cleared,
TX00274,2025-08-27,Exxon,Fuel,Transport,-71.57,Chase Sapphire,expense,cleared,
TX00275,2025-08-23,Chevron,Fuel,Transport,-60.18,Chase Sapphire,expense,cleared,
TX00276,2025-08-11,Exxon,Fuel,Transport,-75.48,Chase Sapphire,expense,cleared,
TX00277,2025-08-28,Exxon,Fuel,Transport,-81.74,Chase Sapphire,expense,cleared,
TX00278,2025-08-21,Amazon,Shopping,Lifestyle,-209.62,Chase Sapphire,expense,cleared,
TX00279,2025-08-01,Amazon,Shopping,Lifestyle,-200.12,Chase Sapphire,expense,cleared,
TX00280,2025-08-09,Amazon,Shopping,Lifestyle,-203.07,Chase Sapphire,expense,cleared,
TX00281,2025-08-26,Amazon,Shopping,Lifestyle,-134.36,Chase Sapphire,expense,cleared,
TX00282,2025-09-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00283,2025-09-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00284,2025-09-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00285,2025-09-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00286,2025-09-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00287,2025-09-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00288,2025-09-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00289,2025-09-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00290,2025-09-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00291,2025-09-18,Electric Utility,Utilities,Housing,-162.0,Chase Total Checking,expense,cleared,recurring
TX00292,2025-09-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00293,2025-09-02,Whole Foods,Groceries,Food,-142.82,Amex Blue Cash,expense,cleared,
TX00294,2025-09-10,Trader Joes,Groceries,Food,-161.9,Amex Blue Cash,expense,cleared,
TX00295,2025-09-06,Costco,Groceries,Food,-48.66,Amex Blue Cash,expense,cleared,
TX00296,2025-09-14,Costco,Groceries,Food,-121.84,Amex Blue Cash,expense,cleared,
TX00297,2025-09-16,Costco,Groceries,Food,-131.6,Amex Blue Cash,expense,cleared,
TX00298,2025-09-27,Kroger,Groceries,Food,-68.38,Amex Blue Cash,expense,cleared,
TX00299,2025-09-28,Costco,Groceries,Food,-70.13,Amex Blue Cash,expense,cleared,
TX00300,2025-09-07,Costco,Groceries,Food,-68.24,Amex Blue Cash,expense,cleared,
TX00301,2025-09-18,Kroger,Groceries,Food,-154.71,Amex Blue Cash,expense,cleared,
TX00302,2025-09-20,Uber Eats,Dining Out,Food,-68.14,Chase Sapphire,expense,cleared,
TX00303,2025-09-12,Local Restaurant,Dining Out,Food,-19.0,Chase Sapphire,expense,cleared,
TX00304,2025-09-17,Chipotle,Dining Out,Food,-50.66,Chase Sapphire,expense,cleared,
TX00305,2025-09-23,Starbucks,Dining Out,Food,-62.12,Chase Sapphire,expense,cleared,
TX00306,2025-09-24,Uber Eats,Dining Out,Food,-10.52,Chase Sapphire,expense,cleared,
TX00307,2025-09-10,Uber Eats,Dining Out,Food,-62.61,Chase Sapphire,expense,cleared,
TX00308,2025-09-01,Local Restaurant,Dining Out,Food,-22.53,Chase Sapphire,expense,cleared,
TX00309,2025-09-26,Exxon,Fuel,Transport,-45.93,Chase Sapphire,expense,cleared,
TX00310,2025-09-02,Exxon,Fuel,Transport,-70.88,Chase Sapphire,expense,cleared,
TX00311,2025-09-11,Chevron,Fuel,Transport,-73.96,Chase Sapphire,expense,cleared,
TX00312,2025-09-24,Chevron,Fuel,Transport,-69.48,Chase Sapphire,expense,cleared,
TX00313,2025-09-08,Amazon,Shopping,Lifestyle,-140.38,Chase Sapphire,expense,cleared,
TX00314,2025-09-24,Best Buy,Shopping,Lifestyle,-150.75,Chase Sapphire,expense,cleared,
TX00315,2025-09-03,Best Buy,Shopping,Lifestyle,-201.3,Chase Sapphire,expense,cleared,
TX00316,2025-09-02,Amazon,Shopping,Lifestyle,-128.67,Chase Sapphire,expense,cleared,
TX00317,2025-10-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00318,2025-10-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00319,2025-10-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00320,2025-10-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00321,2025-10-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00322,2025-10-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00323,2025-10-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00324,2025-10-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00325,2025-10-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00326,2025-10-18,Electric Utility,Utilities,Housing,-152.0,Chase Total Checking,expense,cleared,recurring
TX00327,2025-10-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00328,2025-10-07,Kroger,Groceries,Food,-70.12,Amex Blue Cash,expense,cleared,
TX00329,2025-10-03,Safeway,Groceries,Food,-128.16,Amex Blue Cash,expense,cleared,
TX00330,2025-10-06,Costco,Groceries,Food,-102.21,Amex Blue Cash,expense,cleared,
TX00331,2025-10-25,Kroger,Groceries,Food,-52.17,Amex Blue Cash,expense,cleared,
TX00332,2025-10-12,Kroger,Groceries,Food,-166.58,Amex Blue Cash,expense,cleared,
TX00333,2025-10-10,Safeway,Groceries,Food,-126.06,Amex Blue Cash,expense,cleared,
TX00334,2025-10-09,Kroger,Groceries,Food,-143.78,Amex Blue Cash,expense,cleared,
TX00335,2025-10-13,Safeway,Groceries,Food,-77.42,Amex Blue Cash,expense,cleared,
TX00336,2025-10-24,Kroger,Groceries,Food,-146.59,Amex Blue Cash,expense,cleared,
TX00337,2025-10-13,Starbucks,Dining Out,Food,-70.22,Chase Sapphire,expense,cleared,
TX00338,2025-10-11,Local Restaurant,Dining Out,Food,-54.78,Chase Sapphire,expense,cleared,
TX00339,2025-10-09,Local Restaurant,Dining Out,Food,-49.75,Chase Sapphire,expense,cleared,
TX00340,2025-10-16,Starbucks,Dining Out,Food,-15.94,Chase Sapphire,expense,cleared,
TX00341,2025-10-14,Uber Eats,Dining Out,Food,-9.47,Chase Sapphire,expense,cleared,
TX00342,2025-10-21,Uber Eats,Dining Out,Food,-21.37,Chase Sapphire,expense,cleared,
TX00343,2025-10-05,Uber Eats,Dining Out,Food,-16.7,Chase Sapphire,expense,cleared,
TX00344,2025-10-03,Shell,Fuel,Transport,-44.41,Chase Sapphire,expense,cleared,
TX00345,2025-10-04,Exxon,Fuel,Transport,-49.93,Chase Sapphire,expense,cleared,
TX00346,2025-10-22,Chevron,Fuel,Transport,-67.28,Chase Sapphire,expense,cleared,
TX00347,2025-10-16,Exxon,Fuel,Transport,-40.8,Chase Sapphire,expense,cleared,
TX00348,2025-10-16,Best Buy,Shopping,Lifestyle,-35.9,Chase Sapphire,expense,cleared,
TX00349,2025-10-10,Target,Shopping,Lifestyle,-120.05,Chase Sapphire,expense,cleared,
TX00350,2025-10-01,Best Buy,Shopping,Lifestyle,-108.28,Chase Sapphire,expense,cleared,
TX00351,2025-10-13,Target,Shopping,Lifestyle,-99.72,Chase Sapphire,expense,cleared,
TX00352,2025-11-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00353,2025-11-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00354,2025-11-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00355,2025-11-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00356,2025-11-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00357,2025-11-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00358,2025-11-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00359,2025-11-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00360,2025-11-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00361,2025-11-18,Electric Utility,Utilities,Housing,-161.0,Chase Total Checking,expense,cleared,recurring
TX00362,2025-11-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00363,2025-11-12,Kroger,Groceries,Food,-61.46,Amex Blue Cash,expense,cleared,
TX00364,2025-11-24,Kroger,Groceries,Food,-51.25,Amex Blue Cash,expense,cleared,
TX00365,2025-11-01,Trader Joes,Groceries,Food,-174.42,Amex Blue Cash,expense,cleared,
TX00366,2025-11-15,Kroger,Groceries,Food,-83.04,Amex Blue Cash,expense,cleared,
TX00367,2025-11-13,Trader Joes,Groceries,Food,-97.8,Amex Blue Cash,expense,cleared,
TX00368,2025-11-26,Safeway,Groceries,Food,-64.13,Amex Blue Cash,expense,cleared,
TX00369,2025-11-06,Whole Foods,Groceries,Food,-110.05,Amex Blue Cash,expense,cleared,
TX00370,2025-11-09,Trader Joes,Groceries,Food,-181.47,Amex Blue Cash,expense,cleared,
TX00371,2025-11-05,Whole Foods,Groceries,Food,-163.71,Amex Blue Cash,expense,cleared,
TX00372,2025-11-08,Uber Eats,Dining Out,Food,-10.02,Chase Sapphire,expense,cleared,
TX00373,2025-11-24,Uber Eats,Dining Out,Food,-55.57,Chase Sapphire,expense,cleared,
TX00374,2025-11-15,Chipotle,Dining Out,Food,-44.04,Chase Sapphire,expense,cleared,
TX00375,2025-11-03,Chipotle,Dining Out,Food,-27.28,Chase Sapphire,expense,cleared,
TX00376,2025-11-20,Starbucks,Dining Out,Food,-37.26,Chase Sapphire,expense,cleared,
TX00377,2025-11-06,Local Restaurant,Dining Out,Food,-66.99,Chase Sapphire,expense,cleared,
TX00378,2025-11-19,Chipotle,Dining Out,Food,-60.44,Chase Sapphire,expense,cleared,
TX00379,2025-11-11,Exxon,Fuel,Transport,-81.35,Chase Sapphire,expense,cleared,
TX00380,2025-11-24,Chevron,Fuel,Transport,-40.17,Chase Sapphire,expense,cleared,
TX00381,2025-11-03,Chevron,Fuel,Transport,-58.28,Chase Sapphire,expense,cleared,
TX00382,2025-11-07,Exxon,Fuel,Transport,-70.86,Chase Sapphire,expense,cleared,
TX00383,2025-11-25,Walmart,Shopping,Lifestyle,-202.77,Chase Sapphire,expense,cleared,
TX00384,2025-11-19,Amazon,Shopping,Lifestyle,-147.84,Chase Sapphire,expense,cleared,
TX00385,2025-11-09,Best Buy,Shopping,Lifestyle,-57.33,Chase Sapphire,expense,cleared,
TX00386,2025-11-18,Amazon,Shopping,Lifestyle,-216.46,Chase Sapphire,expense,cleared,
TX00387,2025-11-20,Best Buy Laptop,Shopping,Lifestyle,-1450.0,Chase Sapphire,expense,cleared,anomaly candidate
TX00388,2025-12-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00389,2025-12-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00390,2025-12-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00391,2025-12-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00392,2025-12-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00393,2025-12-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00394,2025-12-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00395,2025-12-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00396,2025-12-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00397,2025-12-18,Electric Utility,Utilities,Housing,-139.0,Chase Total Checking,expense,cleared,recurring
TX00398,2025-12-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00399,2025-12-22,Kroger,Groceries,Food,-102.92,Amex Blue Cash,expense,cleared,
TX00400,2025-12-21,Kroger,Groceries,Food,-91.42,Amex Blue Cash,expense,cleared,
TX00401,2025-12-02,Costco,Groceries,Food,-85.95,Amex Blue Cash,expense,cleared,
TX00402,2025-12-13,Kroger,Groceries,Food,-142.57,Amex Blue Cash,expense,cleared,
TX00403,2025-12-12,Costco,Groceries,Food,-155.95,Amex Blue Cash,expense,cleared,
TX00404,2025-12-20,Safeway,Groceries,Food,-181.83,Amex Blue Cash,expense,cleared,
TX00405,2025-12-17,Trader Joes,Groceries,Food,-172.65,Amex Blue Cash,expense,cleared,
TX00406,2025-12-10,Whole Foods,Groceries,Food,-128.02,Amex Blue Cash,expense,cleared,
TX00407,2025-12-07,Kroger,Groceries,Food,-164.04,Amex Blue Cash,expense,cleared,
TX00408,2025-12-28,DoorDash,Dining Out,Food,-61.86,Chase Sapphire,expense,cleared,
TX00409,2025-12-06,Uber Eats,Dining Out,Food,-14.15,Chase Sapphire,expense,cleared,
TX00410,2025-12-21,DoorDash,Dining Out,Food,-42.68,Chase Sapphire,expense,cleared,
TX00411,2025-12-04,DoorDash,Dining Out,Food,-29.53,Chase Sapphire,expense,cleared,
TX00412,2025-12-03,Starbucks,Dining Out,Food,-33.71,Chase Sapphire,expense,cleared,
TX00413,2025-12-07,DoorDash,Dining Out,Food,-14.9,Chase Sapphire,expense,cleared,
TX00414,2025-12-14,Starbucks,Dining Out,Food,-31.57,Chase Sapphire,expense,cleared,
TX00415,2025-12-16,Exxon,Fuel,Transport,-57.12,Chase Sapphire,expense,cleared,
TX00416,2025-12-24,Chevron,Fuel,Transport,-44.17,Chase Sapphire,expense,cleared,
TX00417,2025-12-08,Shell,Fuel,Transport,-71.68,Chase Sapphire,expense,cleared,
TX00418,2025-12-03,Shell,Fuel,Transport,-69.6,Chase Sapphire,expense,cleared,
TX00419,2025-12-22,Best Buy,Shopping,Lifestyle,-58.47,Chase Sapphire,expense,cleared,
TX00420,2025-12-09,Best Buy,Shopping,Lifestyle,-147.27,Chase Sapphire,expense,cleared,
TX00421,2025-12-20,Amazon,Shopping,Lifestyle,-153.77,Chase Sapphire,expense,cleared,
TX00422,2025-12-19,Amazon,Shopping,Lifestyle,-38.55,Chase Sapphire,expense,cleared,
TX00423,2026-01-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00424,2026-01-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00425,2026-01-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00426,2026-01-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00427,2026-01-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00428,2026-01-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00429,2026-01-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00430,2026-01-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00431,2026-01-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00432,2026-01-18,Electric Utility,Utilities,Housing,-168.0,Chase Total Checking,expense,cleared,recurring
TX00433,2026-01-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00434,2026-01-10,Kroger,Groceries,Food,-166.82,Amex Blue Cash,expense,cleared,
TX00435,2026-01-11,Costco,Groceries,Food,-102.57,Amex Blue Cash,expense,cleared,
TX00436,2026-01-02,Kroger,Groceries,Food,-155.61,Amex Blue Cash,expense,cleared,
TX00437,2026-01-08,Trader Joes,Groceries,Food,-113.78,Amex Blue Cash,expense,cleared,
TX00438,2026-01-20,Kroger,Groceries,Food,-145.52,Amex Blue Cash,expense,cleared,
TX00439,2026-01-25,Safeway,Groceries,Food,-94.85,Amex Blue Cash,expense,cleared,
TX00440,2026-01-06,Trader Joes,Groceries,Food,-174.29,Amex Blue Cash,expense,cleared,
TX00441,2026-01-21,Safeway,Groceries,Food,-91.99,Amex Blue Cash,expense,cleared,
TX00442,2026-01-12,Kroger,Groceries,Food,-140.83,Amex Blue Cash,expense,cleared,
TX00443,2026-01-13,Local Restaurant,Dining Out,Food,-57.72,Chase Sapphire,expense,cleared,
TX00444,2026-01-16,Starbucks,Dining Out,Food,-56.33,Chase Sapphire,expense,cleared,
TX00445,2026-01-01,DoorDash,Dining Out,Food,-24.66,Chase Sapphire,expense,cleared,
TX00446,2026-01-03,Chipotle,Dining Out,Food,-60.21,Chase Sapphire,expense,cleared,
TX00447,2026-01-07,Chipotle,Dining Out,Food,-54.15,Chase Sapphire,expense,cleared,
TX00448,2026-01-06,Starbucks,Dining Out,Food,-27.6,Chase Sapphire,expense,cleared,
TX00449,2026-01-17,DoorDash,Dining Out,Food,-62.7,Chase Sapphire,expense,cleared,
TX00450,2026-01-16,Exxon,Fuel,Transport,-50.51,Chase Sapphire,expense,cleared,
TX00451,2026-01-18,Shell,Fuel,Transport,-46.89,Chase Sapphire,expense,cleared,
TX00452,2026-01-05,Exxon,Fuel,Transport,-42.94,Chase Sapphire,expense,cleared,
TX00453,2026-01-17,Shell,Fuel,Transport,-57.41,Chase Sapphire,expense,cleared,
TX00454,2026-01-21,Amazon,Shopping,Lifestyle,-70.65,Chase Sapphire,expense,cleared,
TX00455,2026-01-04,Target,Shopping,Lifestyle,-65.16,Chase Sapphire,expense,cleared,
TX00456,2026-01-26,Target,Shopping,Lifestyle,-158.1,Chase Sapphire,expense,cleared,
TX00457,2026-01-02,Amazon,Shopping,Lifestyle,-83.47,Chase Sapphire,expense,cleared,
TX00458,2026-02-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00459,2026-02-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00460,2026-02-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00461,2026-02-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00462,2026-02-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00463,2026-02-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00464,2026-02-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00465,2026-02-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00466,2026-02-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00467,2026-02-18,Electric Utility,Utilities,Housing,-131.0,Chase Total Checking,expense,cleared,recurring
TX00468,2026-02-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00469,2026-02-23,Trader Joes,Groceries,Food,-65.38,Amex Blue Cash,expense,cleared,
TX00470,2026-02-12,Costco,Groceries,Food,-175.79,Amex Blue Cash,expense,cleared,
TX00471,2026-02-27,Safeway,Groceries,Food,-77.09,Amex Blue Cash,expense,cleared,
TX00472,2026-02-20,Costco,Groceries,Food,-115.32,Amex Blue Cash,expense,cleared,
TX00473,2026-02-15,Safeway,Groceries,Food,-122.94,Amex Blue Cash,expense,cleared,
TX00474,2026-02-02,Safeway,Groceries,Food,-149.94,Amex Blue Cash,expense,cleared,
TX00475,2026-02-25,Trader Joes,Groceries,Food,-60.62,Amex Blue Cash,expense,cleared,
TX00476,2026-02-01,Safeway,Groceries,Food,-135.79,Amex Blue Cash,expense,cleared,
TX00477,2026-02-16,Safeway,Groceries,Food,-100.31,Amex Blue Cash,expense,cleared,
TX00478,2026-02-19,DoorDash,Dining Out,Food,-53.02,Chase Sapphire,expense,cleared,
TX00479,2026-02-05,Chipotle,Dining Out,Food,-67.53,Chase Sapphire,expense,cleared,
TX00480,2026-02-04,Starbucks,Dining Out,Food,-60.46,Chase Sapphire,expense,cleared,
TX00481,2026-02-27,Chipotle,Dining Out,Food,-42.08,Chase Sapphire,expense,cleared,
TX00482,2026-02-02,Chipotle,Dining Out,Food,-71.68,Chase Sapphire,expense,cleared,
TX00483,2026-02-23,DoorDash,Dining Out,Food,-69.42,Chase Sapphire,expense,cleared,
TX00484,2026-02-08,Uber Eats,Dining Out,Food,-17.53,Chase Sapphire,expense,cleared,
TX00485,2026-02-15,Exxon,Fuel,Transport,-49.22,Chase Sapphire,expense,cleared,
TX00486,2026-02-27,Exxon,Fuel,Transport,-63.13,Chase Sapphire,expense,cleared,
TX00487,2026-02-06,Shell,Fuel,Transport,-66.64,Chase Sapphire,expense,cleared,
TX00488,2026-02-07,Chevron,Fuel,Transport,-73.46,Chase Sapphire,expense,cleared,
TX00489,2026-02-18,Walmart,Shopping,Lifestyle,-197.42,Chase Sapphire,expense,cleared,
TX00490,2026-02-04,Best Buy,Shopping,Lifestyle,-132.33,Chase Sapphire,expense,cleared,
TX00491,2026-02-16,Walmart,Shopping,Lifestyle,-32.46,Chase Sapphire,expense,cleared,
TX00492,2026-02-08,Best Buy,Shopping,Lifestyle,-116.61,Chase Sapphire,expense,cleared,
TX00493,2026-03-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00494,2026-03-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00495,2026-03-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00496,2026-03-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00497,2026-03-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00498,2026-03-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00499,2026-03-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00500,2026-03-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00501,2026-03-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00502,2026-03-18,Electric Utility,Utilities,Housing,-150.0,Chase Total Checking,expense,cleared,recurring
TX00503,2026-03-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00504,2026-03-10,Kroger,Groceries,Food,-105.1,Amex Blue Cash,expense,cleared,
TX00505,2026-03-23,Safeway,Groceries,Food,-74.89,Amex Blue Cash,expense,cleared,
TX00506,2026-03-05,Safeway,Groceries,Food,-100.71,Amex Blue Cash,expense,cleared,
TX00507,2026-03-21,Whole Foods,Groceries,Food,-67.72,Amex Blue Cash,expense,cleared,
TX00508,2026-03-22,Kroger,Groceries,Food,-81.43,Amex Blue Cash,expense,cleared,
TX00509,2026-03-01,Trader Joes,Groceries,Food,-58.02,Amex Blue Cash,expense,cleared,
TX00510,2026-03-25,Kroger,Groceries,Food,-119.65,Amex Blue Cash,expense,cleared,
TX00511,2026-03-11,Costco,Groceries,Food,-64.19,Amex Blue Cash,expense,cleared,
TX00512,2026-03-15,Kroger,Groceries,Food,-79.06,Amex Blue Cash,expense,cleared,
TX00513,2026-03-23,Uber Eats,Dining Out,Food,-43.1,Chase Sapphire,expense,cleared,
TX00514,2026-03-09,Starbucks,Dining Out,Food,-35.65,Chase Sapphire,expense,cleared,
TX00515,2026-03-03,Chipotle,Dining Out,Food,-39.58,Chase Sapphire,expense,cleared,
TX00516,2026-03-16,Chipotle,Dining Out,Food,-51.72,Chase Sapphire,expense,cleared,
TX00517,2026-03-13,Local Restaurant,Dining Out,Food,-54.07,Chase Sapphire,expense,cleared,
TX00518,2026-03-25,Starbucks,Dining Out,Food,-18.95,Chase Sapphire,expense,cleared,
TX00519,2026-03-27,Local Restaurant,Dining Out,Food,-28.08,Chase Sapphire,expense,cleared,
TX00520,2026-03-04,Chevron,Fuel,Transport,-55.65,Chase Sapphire,expense,cleared,
TX00521,2026-03-18,Exxon,Fuel,Transport,-47.48,Chase Sapphire,expense,cleared,
TX00522,2026-03-08,Chevron,Fuel,Transport,-38.64,Chase Sapphire,expense,cleared,
TX00523,2026-03-06,Shell,Fuel,Transport,-45.47,Chase Sapphire,expense,cleared,
TX00524,2026-03-01,Walmart,Shopping,Lifestyle,-65.12,Chase Sapphire,expense,cleared,
TX00525,2026-03-15,Best Buy,Shopping,Lifestyle,-85.6,Chase Sapphire,expense,cleared,
TX00526,2026-03-17,Target,Shopping,Lifestyle,-97.5,Chase Sapphire,expense,cleared,
TX00527,2026-03-27,Amazon,Shopping,Lifestyle,-46.99,Chase Sapphire,expense,cleared,
TX00528,2026-03-20,Best Buy Laptop,Shopping,Lifestyle,-1450.0,Chase Sapphire,expense,cleared,anomaly candidate
TX00529,2026-04-01,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00530,2026-04-15,Acme Corp Payroll,Salary,Income,4250.0,Chase Total Checking,income,cleared,recurring
TX00531,2026-04-02,Evergreen Apartments Rent,Rent,Housing,-2450.0,Chase Total Checking,expense,cleared,recurring
TX00532,2026-04-05,Student Loan Servicer,Debt Payment,Finance,-420.0,Chase Total Checking,expense,cleared,recurring
TX00533,2026-04-07,Vanguard Automatic Investment,Investments,Savings,-900.0,Chase Total Checking,investment,cleared,recurring
TX00534,2026-04-08,Ally Emergency Fund Transfer,Emergency Fund,Savings,-650.0,Chase Total Checking,savings,cleared,recurring
TX00535,2026-04-10,Netflix,Entertainment,Lifestyle,-15.49,Chase Sapphire,expense,cleared,recurring
TX00536,2026-04-11,Spotify Family,Entertainment,Lifestyle,-16.99,Amex Blue Cash,expense,cleared,recurring
TX00537,2026-04-12,Geico Auto Insurance,Insurance,Transport,-118.0,Chase Total Checking,expense,cleared,recurring
TX00538,2026-04-18,Electric Utility,Utilities,Housing,-172.0,Chase Total Checking,expense,cleared,recurring
TX00539,2026-04-22,Internet Fiber,Utilities,Housing,-79.99,Chase Total Checking,expense,cleared,recurring
TX00540,2026-04-11,Costco,Groceries,Food,-175.91,Amex Blue Cash,expense,cleared,
